lambda1,lambda2,loss
1.1721022975334805,20.433597178569418,3.4609718828527107
1.1721022975334805,28.072162039411758,3.4660163390544825
1.1721022975334805,38.56620421163472,3.46974579801459
1.1721022975334805,52.98316906283707,3.472492143770237
1.1721022975334805,72.78953843983146,3.474508455157023
1.1721022975334805,100.0,3.4759854504031034
1.6102620275609392,0.01,2.3572941580593225
1.6102620275609392,0.01373823795883263,2.365933428697344
1.6102620275609392,0.018873918221350976,2.3716996782944015
1.6102620275609392,0.02592943797404667,2.38556419622974
1.6102620275609392,0.035622478902624426,2.411395432283105
1.6102620275609392,0.04893900918477494,2.45058788079459
1.6102620275609392,0.06723357536499334,2.4998705977583557
1.6102620275609392,0.09236708571873861,2.5611150972457812
1.6102620275609392,0.12689610031679222,2.6347343024163234
1.6102620275609392,0.17433288221999882,2.728207600513265
1.6102620275609392,0.2395026619987486,2.8346525847047808
1.6102620275609392,0.32903445623126676,2.938410163233256
1.6102620275609392,0.4520353656360243,3.034445277111515
1.6102620275609392,0.6210169418915616,3.1194292586903996
1.6102620275609392,0.8531678524172805,3.1920067122723546
1.6102620275609392,1.1721022975334805,3.2523691232015417
1.6102620275609392,1.6102620275609392,3.301613647300318
1.6102620275609392,2.212216291070448,3.341216619087619
1.6102620275609392,3.039195382313198,3.3726816731486666
1.6102620275609392,4.175318936560401,3.3973952543783588
1.6102620275609392,5.736152510448681,3.4165848952384694
1.6102620275609392,7.880462815669913,3.4313195980637574
1.6102620275609392,10.82636733874054,3.4425166828952647
1.6102620275609392,14.873521072935118,3.450947964142049
1.6102620275609392,20.433597178569418,3.4572479001890444
1.6102620275609392,28.072162039411758,3.461925934247032
1.6102620275609392,38.56620421163472,3.46538252808314
1.6102620275609392,52.98316906283707,3.4679268887515113
1.6102620275609392,72.78953843983146,3.4697943474396764
1.6102620275609392,100.0,3.4711620069964226
2.212216291070448,0.01,2.403001622006644
2.212216291070448,0.01373823795883263,2.4100419559134196
2.212216291070448,0.018873918221350976,2.4212085506090504
2.212216291070448,0.02592943797404667,2.433441334202093
2.212216291070448,0.035622478902624426,2.45698446529943
2.212216291070448,0.04893900918477494,2.4943182791396814
2.212216291070448,0.06723357536499334,2.5440092252496593
2.212216291070448,0.09236708571873861,2.6048965240061137
2.212216291070448,0.12689610031679222,2.677431098135062
2.212216291070448,0.17433288221999882,2.7664897929775147
2.212216291070448,0.2395026619987486,2.870314937174112
2.212216291070448,0.32903445623126676,2.970981242887646
2.212216291070448,0.4520353656360243,3.063510023677728
2.212216291070448,0.6210169418915616,3.1448267233735265
2.212216291070448,0.8531678524172805,3.21370904610855
2.212216291070448,1.1721022975334805,3.2704927295775206
2.212216291070448,1.6102620275609392,3.316400133787213
2.212216291070448,2.212216291070448,3.352995560507022
2.212216291070448,3.039195382313198,3.38184263938674
2.212216291070448,4.175318936560401,3.4043497425468225
2.212216291070448,5.736152510448681,3.421733115251702
2.212216291070448,7.880462815669913,3.4350260204299525
2.212216291070448,10.82636733874054,3.4450962031424672
2.212216291070448,14.873521072935118,3.4526615534416267
2.212216291070448,20.433597178569418,3.45830494594911
2.212216291070448,28.072162039411758,3.462490314649272
2.212216291070448,38.56620421163472,3.4655801128461263
2.212216291070448,52.98316906283707,3.4678529999836814
2.212216291070448,72.78953843983146,3.4695204191693683
2.212216291070448,100.0,3.4707411572058127
3.039195382313198,0.01,2.471863258771463
3.039195382313198,0.01373823795883263,2.4791009888271427
3.039195382313198,0.018873918221350976,2.4853124995731743
3.039195382313198,0.02592943797404667,2.5097538476061336
3.039195382313198,0.035622478902624426,2.5370518195726537
3.039195382313198,0.04893900918477494,2.5713624415687675
